uniprot_id,protein_name,n_entries,n_assigned,n_dropped,n_pockets,pocket_sizes
A0A1S0ZXA5,TetR family transcriptional regulator,1,,,1,[1]
A0A1P8NWC2,TAU CLASS GLUTATHIONE S-TRANSFERASE,2,2.0,0.0,1,[2]
A0A1G4H5I1,Serine hydroxymethyltransferase,4,4.0,0.0,1,[4]
A0A1C9J6A7,(+)-limonene synthase,1,,,1,[1]
A0A0J9X1Z9,Guanylate kinase,1,,,1,[1]
A0A173FE28,Beta-lactamase VIM-2,1,,,1,[1]
A0A156C5X3,Periplasmic trehalase,1,,,1,[1]
A0A125SA29,Glyoxalase/bleomycin resisance protein/dioxygenase,3,3.0,0.0,1,[3]
A0A109C781,periplasmic binding protein,3,3.0,0.0,1,[3]
A0A0R4I985,PcUre2p8,1,,,1,[1]
A0A0R4I981,PcUre2p6,1,,,1,[1]
A0A0R4I980,PcUre2p4,1,,,1,[1]
A0A0M3KL26,CFTR inhibitory factor,1,,,1,[1]
A0A0M3KL20,Alpha-carbonic anhydrase,5,5.0,0.0,1,[5]
A0A0M3KKW7,Streptopain,1,,,1,[1]
A0A0L7M119,Probable M17 family aminopeptidase,1,,,1,[1]
A0A0L7KHE6,M17 LEUCYL-AMINOPEPTIDASE,1,,,1,[1]
A0A0J9X288,Transcriptional regulator,1,,,1,[1]
B0SWV2,"MANNOSYL-OLIGOSACCHARIDE 1,2-ALPHA-MANNOSIDASE",5,5.0,0.0,1,[5]
B0Y2Y2,Class III chitinase ChiA1,1,,,1,[1]
I6X8D2,Polyketide synthase Pks13 (Termination polyketide synthase),5,5.0,0.0,1,[5]
B1MDI3,tRNA (guanine-N(1)-)-methyltransferase,13,13.0,0.0,1,[13]
F2WR52,Integrase,3,3.0,0.0,1,[3]
F2RFR7,AmfC protein,1,,,1,[1]
F2RCL8,DNA-binding protein,1,,,1,[1]
F0TRT1,Polymerase PA,5,5.0,0.0,1,[5]
E9QRF2,CHITINASE,1,,,1,[1]
E9P5T5,Glutamate receptor 1,3,3.0,0.0,1,[3]
E9AFX7,Polyadenylate-binding protein,1,,,1,[1]
E8NLP5,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,3,3.0,0.0,1,[3]
E8MF12,N-acetylhexosamine 1-phosphate kinase,2,2.0,0.0,1,[2]
E7F650,ZEBAVIDIN,1,,,1,[1]
E7E815,3C protein,1,,,1,[1]
E5R5T0,Biotin-[acetyl-CoA-carboxylase] ligase,1,,,1,[1]
E3NZ06,10-formyltetrahydrofolate dehydrogenase,1,,,1,[1]
E1VBK1,PERIPLASMIC SUBSTRATE BINDING PROTEIN,2,2.0,0.0,1,[2]
E0WWC7,3C protease,1,,,1,[1]
E0TW95,Transcriptional regulator,1,,,1,[1]
D9J2T9,rRNA N-glycosidase,5,5.0,0.0,1,[5]
D8NA05,PUTATIVE FUCOSE-BINDING LECTIN PROTEIN,1,,,1,[1]
D8KFM5,ThiT,1,,,1,[1]
D7Y2H5,E. coli MS115-1 NucC 2-241,2,2.0,0.0,1,[2]
D7U7T8,Dihydrodipicolinate synthase,1,,,1,[1]
D6E1Y1,"Carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)",2,2.0,0.0,1,[2]
D6D1V7,GLYCOSYL HYDROLASE FAMILY 71,3,3.0,0.0,1,[3]
D5CV28,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,2,2.0,0.0,1,[2]
D3ZAR1,LDL receptor adaptor protein,1,,,1,[1]
D3KVM3,Glycerol kinase,1,,,1,[1]
D2KW09,Beta-hexosaminidase,2,2.0,0.0,1,[2]
D1MEN9,Metallo-beta-lactamase VIM-2,1,,,1,[1]
D1AWE0,Extracellular solute-binding protein family 1,3,3.0,0.0,1,[3]
F4KCL7,"Outer envelope protein 64, mitochondrial",1,,,1,[1]
F7ERX8,Nicotinamide N-methyltransferase (NNMT),1,,,1,[1]
F8QQG5,Tablysin 15,1,,,1,[1]
G4FEC0,ABC transporter substrate-binding protein,1,,,1,[1]
I6V0C7,ATPase RIL,1,,,1,[1]
I0RTF3,F0F1 ATP SYNTHASE SUBUNIT C,1,,,1,[1]
H8XX12,Genome polyprotein,1,,,1,[1]
H3BCW1,ADP-ribosylhydrolase like 2,2,2.0,0.0,1,[2]
H2QL32,Phosphodiesterase 9A,1,,,1,[1]
H0ZQY2,Serpin,1,,,1,[1]
G8JZS4,Alpha-glucosidase (Alpha-glucosidase SusB),1,,,1,[1]
G8G134,Hemagglutinin-neuraminidase,1,,,1,[1]
G7CNL4,"Inosine-5'-monophosphate dehydrogenase,Inosine-5'-monophosphate dehydrogenase",12,12.0,0.0,1,[12]
G6TGY9,"DNA topoisomerase IV, B subunit",4,4.0,0.0,1,[4]
G5ELM3,Metallo-beta-lactamase,2,2.0,0.0,1,[2]
G5EFZ1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",1,,,1,[1]
G5AQS2,Glucocorticoid receptor,1,,,1,[1]
G3XD46,Penicillin-binding protein 3,1,,,1,[1]
F8UU09,NEURAMINIDASE,1,,,1,[1]
G3XD33,Heme acquisition protein HasAp,1,,,1,[1]
G3XD28,"Type 4 fimbrial biogenesis protein PilM,Type 4 fimbrial biogenesis protein PilN",1,,,1,[1]
G3XCV0,Nitrogen assimilation regulatory protein,2,2.0,0.0,1,[2]
G3G192,Beta-lactamase,1,,,1,[1]
G3FT00,Klebsiella pneumoniae genome assembly NOVST,1,,,1,[1]
G1EUI6,LECTIN,1,,,1,[1]
G1C2I2,O-acetyl serine sulfhydrylase,1,,,1,[1]
G0X8E8,Protease,3,3.0,0.0,1,[3]
G0SEG4,Putative mRNA splicing factor,3,3.0,0.0,1,[3]
G0S8G9,Eukaryotic translation initiation factor 5B-like protein,1,,,1,[1]
G0RY29,SPX domain,1,,,1,[1]
G0R7E2,Epoxide hydrolase TrEH,4,4.0,0.0,1,[4]
F8W4B7,Hdac6 protein,18,18.0,0.0,1,[18]
D1A7C3,Formylglycine-generating enzyme,1,,,1,[1]
D0XC84,"Peptide ABC transporter, periplasmic peptide-binding protein",1,,,1,[1]
D0VX20,Sucrose isomerase SmuA from Protaminobacter rubrum,1,,,1,[1]
B5KVR9,Metallo-beta-lactamase VIM-17,1,,,1,[1]
B9A5C1,Protease,3,3.0,0.0,1,[3]
B9A0T7,Tamavidin2,1,,,1,[1]
B8ZYW1,Nitrogen regulatory protein P-II,1,,,1,[1]
B8ZY56,"EXO-1,5-ALPHA-L-ARABINOFURANOBIOSIDASE",1,,,1,[1]
B8XX90,Stimulator of interferon genes protein,2,2.0,0.0,1,[2]
B8FW11,Cyclic nucleotide-binding protein,1,,,1,[1]
B7QK46,"Glutaminyl cyclase, putative",2,2.0,0.0,1,[2]
B7GN78,N-acetylhexosamine 1-phosphate kinase,1,,,1,[1]
B6YU74,ATP-dependent protease Lon,1,,,1,[1]
B6H6L7,Pc15g00720 protein,1,,,1,[1]
B6AA20,LEUCYL-TRNA SYNTHETASE,1,,,1,[1]
B5ZAD9,Conserved hypothetical secreted protein,1,,,1,[1]
B5LY47,Beta-lactamase,1,,,1,[1]
B4EZ68,Thiol:disulfide interchange protein,1,,,1,[1]
C0LMU0,Nonstructural protein NS5,1,,,1,[1]
B4EA43,Beta-hexosaminidase 1,1,,,1,[1]
B3Y653,Toll-like receptor 7,1,,,1,[1]
B3VBK9,EXTRACELLULAR PROTEIN 6,1,,,1,[1]
B3PGI1,"ENDO-1,4-BETA MANNANASE, PUTATIVE, MAN26C",2,2.0,0.0,1,[2]
B3PEE6,Oligosaccharide 4-alpha-D-glucosyltransferase,2,2.0,0.0,1,[2]
B3PBE0,"BETA-GALACTOSIDASE, PUTATIVE, BGL35A",1,,,1,[1]
B2ZB02,Tyrosinase,3,3.0,0.0,1,[3]
B2RXH2,2-OXOGLUTARATE OXYGENASE,1,,,1,[1]
B2RID1,Asp/Glu-specific dipeptidyl-peptidase,1,,,1,[1]
B2HVG8,Peptide arylation enzyme,1,,,1,[1]
B2HHT4,fatty acid O-methyltransferase,1,,,1,[1]
B2FRP5,Beta-lactamase,1,,,1,[1]
B1WBP0,Metallophosphoesterase MPPED2,2,2.0,0.0,1,[2]
B9ZW32,Hypoxanthine phosphoribosyltransferase,1,,,1,[1]
C1CIR8,3-oxoacyl-[acyl-carrier-protein] synthase 3,1,,,1,[1]
D0VWX8,ArtJ,3,3.0,0.0,1,[3]
C6S9R8,Lipoprotein,1,,,1,[1]
D0PY27,HCV encoded nonstructural 5B protein,1,,,1,[1]
D0MI02,MANNOSYLGLYCERATE SYNTHASE,1,,,1,[1]
D0IR47,Fructose-bisphosphate aldolase,2,2.0,0.0,1,[2]
D0ELH5,Peptidyl-prolyl cis-trans isomerase,1,,,1,[1]
D0C9L6,Peptidyl-tRNA hydrolase,2,2.0,0.0,1,[2]
D0AB09,N-MYRISTOYLTRANSFERASE,1,,,1,[1]
C9ZP98,MACRODOMAIN,1,,,1,[1]
C8MLE4,"7,8-DIHYDRO-6-HYDROXYMETHYLPTERIN-PYROPHOSPHOKINASE",2,2.0,0.0,1,[2]
C8CIL7,3C protease,1,,,1,[1]
C8BD48,Protease E35D-DRV,3,3.0,0.0,1,[3]
C7FH46,NEURAMINIDASE,1,,,1,[1]
C7C422,Metallo-beta-lactamase type 2,1,,,1,[1]
C6XGT2,Putative amino acid-binding periplasmic ABC transporter protein,1,,,1,[1]
C6KP13,Neuraminidase,1,,,1,[1]
C1CKI0,DNA ligase,1,,,1,[1]
C6H0Y9,Polymerase acidic protein,2,2.0,0.0,1,[2]
C6EAB7,METHIONINE AMINOPEPTIDASE,2,2.0,0.0,1,[2]
C6A6Z1,SUGAR TRANSPORTER SOLUTE-BINDING PROTEIN,2,2.0,0.0,1,[2]
C5Z4W3,caffeoyl-CoA O-methyltransferase,1,,,1,[1]
C5MK56,MHC class I antigen,2,2.0,0.0,1,[2]
C5AP93,Methylmalonyl-CoA mutase accessory protein,2,2.0,0.0,1,[2]
C4NV15,Aminoglycoside N(3)-acetyltransferase,1,,,1,[1]
C3W6G3,Neuraminidase,3,3.0,0.0,1,[3]
C3W5S3,Neuraminidase,4,4.0,0.0,1,[4]
C3W5S0,POLYMERASE PA,31,30.0,1.0,1,[30]
C3TPN7,Methionine aminopeptidase,1,,,1,[1]
C3L5T6,Probable nicotinate-nucleotide adenylyltransferase,1,,,1,[1]
C1KIK8,NS3 protease,4,4.0,0.0,1,[4]
P03474,INFLUENZA VIRUS B/LEE/40 NEURAMINIDASE,2,2.0,0.0,1,[2]
P03952,Plasma kallikrein,2,2.0,0.0,1,[2]
P49327,Fatty acid synthase,1,,,1,[1]
P28720,QUEUINE TRNA-RIBOSYLTRANSFERASE,34,34.0,0.0,1,[34]
P25054,Adenomatous polyposis coli protein,5,5.0,0.0,1,[5]
P25043,Proteasome subunit beta type-2,3,3.0,0.0,1,[3]
P24941,CYCLIN-DEPENDENT PROTEIN KINASE 2,164,164.0,0.0,1,[164]
P24740,HIV-1 protease,2,2.0,0.0,1,[2]
P24735,Beta-lactamase,4,4.0,0.0,1,[4]
P24723,Protein kinase C eta type,1,,,1,[1]
P24666,Low molecular weight phosphotyrosine protein phosphatase,1,,,1,[1]
P24186,Bifunctional protein FolD,1,,,1,[1]
P24182,BIOTIN CARBOXYLASE,9,9.0,0.0,1,[9]
P23946,Chymase,6,6.0,0.0,1,[6]
P23905,GLUCOSE/GALACTOSE-BINDING PROTEIN,2,2.0,0.0,1,[2]
P23843,Periplasmic oligopeptide-binding protein,1,,,1,[1]
P23687,PROTEIN (PROLYL OLIGOPEPTIDASE),5,5.0,0.0,1,[5]
P23497,Nuclear autoantigen Sp-100,1,,,1,[1]
P23470,Receptor-type tyrosine-protein phosphatase gamma,7,7.0,0.0,1,[7]
P23467,"Protein tyrosine phosphatase, receptor type, B,",2,2.0,0.0,1,[2]
P23458,Tyrosine-protein kinase,27,27.0,0.0,1,[27]
P23443,Ribosomal protein S6 kinase beta-1,6,6.0,0.0,1,[6]
P23360,KEMP ELIMINASE HG3.17,1,,,1,[1]
P23254,TRANSKETOLASE,1,,,1,[1]
P23007,CITRATE SYNTHASE,4,4.0,0.0,1,[4]
P22983,pyruvate phosphate dikinase,1,,,1,[1]
P22894,NEUTROPHIL COLLAGENASE,11,11.0,0.0,1,[11]
P22756,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1",13,13.0,0.0,1,[13]
P22748,Carbonic anhydrase 4,8,8.0,0.0,1,[8]
P22736,Nuclear receptor subfamily 4 group A member 1,1,,,1,[1]
P22498,BETA-GALACTOSIDASE,3,3.0,0.0,1,[3]
P22455,Fibroblast growth factor receptor 4,3,3.0,0.0,1,[3]
P22411,Dipeptidyl peptidase 4,1,,,1,[1]
P25098,Beta-adrenergic receptor kinase 1,3,3.0,0.0,1,[3]
P25440,BROMODOMAIN-CONTAINING PROTEIN 2,27,27.0,0.0,1,[27]
P25524,Cytosine deaminase,1,,,1,[1]
P27338,Amine oxidase [flavin-containing] B,1,,,1,[1]
P28327,Rhodopsin kinase,1,,,1,[1]
P27958,NS3 protease,1,,,1,[1]
P27915,Non-structural protein 5,1,,,1,[1]
P27907,NEURAMINIDASE,2,2.0,0.0,1,[2]
P27815,Cyclic AMP-specific phosphodiesterase HSPDE4A10,1,,,1,[1]
P27708,CAD PROTEIN,1,,,1,[1]
P27707,Deoxycytidine kinase,13,13.0,0.0,1,[13]
P27694,Replication protein A 70 kDa DNA-binding subunit,8,8.0,0.0,1,[8]
P27652,Renilla-luciferin 2-monooxygenase,1,,,1,[1]
P27577,Protein C-ets-1,2,2.0,0.0,1,[2]
P27487,Dipeptidyl peptidase IV SOLUBLE FORM,43,43.0,0.0,1,[43]
P27361,Mitogen-activated protein kinase 3,1,,,1,[1]
P27348,14-3-3 protein theta,1,,,1,[1]
P26918,Beta-lactamase,3,3.0,0.0,1,[3]
P25779,Cruzipain,5,5.0,0.0,1,[5]
P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,1,,,1,[1]
P26769,TYPE II ADENYLATE CYCLASE,1,,,1,[1]
P26664,polyprotein,6,5.0,1.0,1,[5]
P26662,HCV serine protease NS3,3,3.0,0.0,1,[3]
P26660,RNA dependent RNA polymerase,2,2.0,0.0,1,[2]
P26514,"ENDO-1,4-BETA-XYLANASE A",5,5.0,0.0,1,[5]
P26446,POLY(ADP-RIBOSE) POLYMERASE,5,5.0,0.0,1,[5]
P26281,"6-HYDROXYMETHYL-7,8-DIHYDROPTERIN PYROPHOSPHOKINASE",14,14.0,0.0,1,[14]
P26276,Phosphomannomutase/phosphoglucomutase,1,,,1,[1]
P26093,Lipoprotein E,1,,,1,[1]
P26045,Tyrosine-protein phosphatase non-receptor type 3,1,,,1,[1]
P26043,radixin,1,,,1,[1]
P25910,"BETA-LACTAMASE, TYPE II",2,2.0,0.0,1,[2]
P22392,Nucleoside diphosphate kinase B,2,2.0,0.0,1,[2]
P22303,Acetylcholinesterase,5,5.0,0.0,1,[5]
P22262,Listeriolysin regulatory protein,3,3.0,0.0,1,[3]
P16088,FIV PROTEASE,8,8.0,0.0,1,[8]
P18031,PROTEIN (PROTEIN-TYROSINE-PHOSPHATASE 1B),53,53.0,0.0,1,[53]
P17931,Galectin-3,21,21.0,0.0,1,[21]
P17752,Tryptophan 5-hydroxylase 1,6,6.0,0.0,1,[6]
P17707,S-ADENOSYLMETHIONINE DECARBOXYLASE ALPHA CHAIN,7,7.0,0.0,1,[7]
P17612,"CAMP-dependent protein kinase, alpha-catalytic subunit",18,18.0,0.0,1,[18]
P17427,"Adaptor protein complex AP-2, alpha 2 subunit",1,,,1,[1]
P17109,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,1,,,1,[1]
P17050,Alpha-N-acetylgalactosaminidase,2,2.0,0.0,1,[2]
P16869,FhuE receptor,1,,,1,[1]
P16469,"Arachidonate 12-lipoxygenase, 12S-type",1,,,1,[1]
P16442,Histo-blood group ABO system transferase,3,3.0,0.0,1,[3]
P16218,ENDOGLUCANASE H,1,,,1,[1]
P16184,Dihydrofolate reductase,1,,,1,[1]
P15917,Lethal factor,5,5.0,0.0,1,[5]
P18314,UREASE,1,,,1,[1]
P15705,Heat shock protein STI1,1,,,1,[1]
P15531,nucleoside diphosphate kinase A,1,,,1,[1]
P15494,Major pollen allergen Bet v 1-A,1,,,1,[1]
P15207,ANDROGEN RECEPTOR,3,3.0,0.0,1,[3]
P15167,Snake venom metalloproteinase atrolysin-D,2,2.0,0.0,1,[2]
P15090,"Fatty acid-binding protein, adipocyte",16,16.0,0.0,1,[16]
P15085,CARBOXYPEPTIDASE A1,1,,,1,[1]
P15042,DNA ligase,1,,,1,[1]
P14900,UDP-N-ACETYLMURAMOYLALANINE--D-GLUTAMATE LIGASE,1,,,1,[1]
P14756,Elastase,2,2.0,0.0,1,[2]
P14751,MODIFICATION METHYLASE RSRI,2,2.0,0.0,1,[2]
P14618,Pyruvate kinase PKM,1,,,1,[1]
P14604,2-ENOYL-COA HYDRATASE,1,,,1,[1]
P18153,D7 protein,1,,,1,[1]
P18429,"Endo-1,4-beta-xylanase A",1,,,1,[1]
P22102,Phosphoribosylglycinamide formyltransferase,15,15.0,0.0,1,[15]
P20231,Tryptase beta 2,3,3.0,0.0,1,[3]
P22073,Beta-glucosidase A,1,,,1,[1]
P21980,Transglutaminase 2,1,,,1,[1]
P21964,Catechol O-methyltransferase,1,,,1,[1]
P21860,Receptor tyrosine-protein kinase erbB-3,1,,,1,[1]
P21802,Fibroblast growth factor receptor 2,2,2.0,0.0,1,[2]
P21675,Transcription initiation factor TFIID subunit 1,4,4.0,0.0,1,[4]
P21579,SYNAPTOTAGMIN-1,1,,,1,[1]
P21146,Beta-adrenergic receptor kinase 1,2,2.0,0.0,1,[2]
P20936,Ras GTPase-activating protein 1,1,,,1,[1]
P20701,Integrin alpha-L,9,9.0,0.0,1,[9]
P20581,PqsE,1,,,1,[1]
P20372,"PROTOCATECHUATE 3,4-DIOXYGENASE BETA CHAIN",1,,,1,[1]
P20248,CYCLIN A2,3,3.0,0.0,1,[3]
P20035,Hypoxanthine-guanine-xanthine phosphoribosyltransferase,1,,,1,[1]
P18564,Integrin beta-6,1,,,1,[1]
P19971,THYMIDINE PHOSPHORYLASE,1,,,1,[1]
P19801,Amiloride-sensitive amine oxidase,2,2.0,0.0,1,[2]
P19784,Casein kinase II subunit alpha',2,2.0,0.0,1,[2]
P19623,Spermidine synthase,1,,,1,[1]
P19576,Maltose-binding periplasmic protein,1,,,1,[1]
P19493,Glutamate receptor 4,2,2.0,0.0,1,[2]
P19492,Glutamate receptor 3,4,4.0,0.0,1,[4]
P19120,HEAT-SHOCK COGNATE 70 KD PROTEIN,1,,,1,[1]
P19080,CHORISMATE MUTASE,1,,,1,[1]
P18902,RETINOL BINDING PROTEIN,1,,,1,[1]
P18886,"Carnitine O-palmitoyltransferase II, mitochondrial",2,2.0,0.0,1,[2]
P18670,Agglutinin alpha chain,1,,,1,[1]
P18654,Ribosomal protein S6 kinase alpha-3,3,3.0,0.0,1,[3]
P28523,"CASEIN kinase II, alpha chain",25,25.0,0.0,1,[25]
P28749,"Retinoblastoma-like protein 1,Retinoblastoma-like protein 1",1,,,1,[1]
P14489,BETA-LACTAMASE OXA-10,2,2.0,0.0,1,[2]
P28905,DNA polymerase III subunit chi,1,,,1,[1]
A0A024UZE1,Apical membrane antigen 1,3,3.0,0.0,1,[3]
P43249,G protein-coupled receptor kinase 5,1,,,1,[1]
P43235,Cathepsin K,7,7.0,0.0,1,[7]
P43166,Carbonic anhydrase 7,5,5.0,0.0,1,[5]
P43094,Candidapepsin-5,1,,,1,[1]
P42892,Endothelin-converting enzyme 1,1,,,1,[1]
P42866,Mu-type opioid receptor,1,,,1,[1]
P42684,Tyrosine-protein kinase ABL2,1,,,1,[1]
P42641,GTPase ObgE/CgtA,1,,,1,[1]
P42575,Caspase-2 subunit p18,4,3.0,1.0,1,[3]
P42568,Protein AF-9,2,2.0,0.0,1,[2]
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",7,7.0,0.0,1,[7]
P42264,"Glutamate receptor, ionotropic kainate 3",8,8.0,0.0,1,[8]
P42260,"Glutamate receptor, ionotropic kainate 2",7,7.0,0.0,1,[7]
P42085,Xanthine phosphoribosyltransferase,1,,,1,[1]
P41811,COATOMER SUBUNIT BETA',1,,,1,[1]
P41594,Metabotropic glutamate receptor 5,1,,,1,[1]
P41279,Mitogen-activated protein kinase kinase kinase 8,1,,,1,[1]
P41229,HISTONE DEMETHYLASE JARID1C,1,,,1,[1]
P41148,Endoplasmin,5,5.0,0.0,1,[5]
P40506,Phosphopantothenate--cysteine ligase CAB2,1,,,1,[1]
P40409,IRON-UPTAKE SYSTEM-BINDING PROTEIN,2,2.0,0.0,1,[2]
P40337,VON HIPPEL-LINDAU DISEASE TUMOR SUPPRESSOR,18,18.0,0.0,1,[18]
P40261,Nicotinamide N-methyltransferase,4,4.0,0.0,1,[4]
P39325,ABC TRANSPORTER PERIPLASMIC-BINDING PROTEIN YTFQ,1,,,1,[1]
P39265,PROTEIN (PRECURSOR OF PERIPLASMIC SUGAR RECEPTOR),1,,,1,[1]
P39086,"Glutamate receptor, ionotropic kainate 1",9,9.0,0.0,1,[9]
P39045,D-ALANYL-D-ALANINE CARBOXYPEPTIDASE,1,,,1,[1]
P38862,Ubiquitin-like modifier-activating enzyme ATG7,1,,,1,[1]
P43378,Tyrosine-protein phosphatase non-receptor type 9,3,3.0,0.0,1,[3]
P43403,Tyrosine-protein kinase ZAP-70,1,,,1,[1]
P43405,Tyrosine-protein kinase SYK,42,42.0,0.0,1,[42]
P46925,Plasmepsin 2,6,6.0,0.0,1,[6]
P48825,Beta-glucosidase 1,2,2.0,0.0,1,[2]
P48736,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",13,13.0,0.0,1,[13]
P48730,Casein kinase I isoform delta,20,20.0,0.0,1,[20]
P48729,Casein kinase I isoform alpha,1,,,1,[1]
P48650,Phospholipase A2,1,,,1,[1]
P48499,TRIOSEPHOSPHATE ISOMERASE,1,,,1,[1]
P48449,LANOSTEROL SYNTHASE,1,,,1,[1]
P48147,Prolyl endopeptidase,1,,,1,[1]
P47811,Mitogen-activated protein kinase 14,12,12.0,0.0,1,[12]
P47709,Rabphilin-3A,1,,,1,[1]
P47228,"BIPHENYL-2,3-DIOL 1,2-DIOXYGENASE",2,2.0,0.0,1,[2]
P47205,UDP-3-O-acyl-N-acetylglucosamine deacetylase,12,12.0,0.0,1,[12]
P46934,E3 ubiquitin-protein ligase NEDD4,1,,,1,[1]
P46881,PHENYLETHYLAMINE OXIDASE,2,2.0,0.0,1,[2]
P43813,DNA ligase,3,3.0,0.0,1,[3]
P46598,Heat shock protein 90 homolog,2,2.0,0.0,1,[2]
P46108,Adapter molecule crk,2,2.0,0.0,1,[2]
P46100,Transcriptional regulator ATRX,1,,,1,[1]
P45984,Mitogen-activated protein kinase 9,2,2.0,0.0,1,[2]
P45568,1-deoxy-D-xylulose 5-phosphate reductoisomerase,4,4.0,0.0,1,[4]
P45481,CREB-binding protein,1,,,1,[1]
P45452,MMP-13,33,33.0,0.0,1,[33]
P45448,Orphan nuclear receptor NR5A2,1,,,1,[1]
P45446,NUCLEAR RECEPTOR ROR-BETA,2,2.0,0.0,1,[2]
P44542,Sialic acid-binding periplasmic protein siaP,2,2.0,0.0,1,[2]
P43912,tRNA (guanine-N(1)-)-methyltransferase,3,3.0,0.0,1,[3]
P43889,Bifunctional protein GlmU,5,5.0,0.0,1,[5]
P43886,Serine acetyltransferase,1,,,1,[1]
P38398,Breast cancer type 1 susceptibility protein,2,2.0,0.0,1,[2]
P37821,1-aminocyclopropane-1-carboxylate synthase,1,,,1,[1]
P37634,Ribosomal RNA large subunit methyltransferase J,1,,,1,[1]
P30291,Wee1-like protein kinase,11,11.0,0.0,1,[11]
P32120,Beta-arrestin-2,1,,,1,[1]
P31948,Hsc70/Hsp90-organizing protein,1,,,1,[1]
P31751,RAC-BETA SERINE/THREONINE-PROTEIN KINASE,3,3.0,0.0,1,[3]
P31550,Thiamine-binding periplasmic protein,1,,,1,[1]
P31434,Putative family 31 glucosidase yicI,1,,,1,[1]
P31211,CORTICOSTEROID-BINDING GLOBULIN,1,,,1,[1]
P31153,S-adenosylmethionine synthase isoform type-2,1,,,1,[1]
P31133,PUTRESCINE-BINDING PROTEIN,1,,,1,[1]
P31016,Disks large homolog 4,6,5.0,1.0,1,[5]
P30967,Phenylalanine-4-hydroxylase,1,,,1,[1]
P30822,Exportin-1,5,5.0,0.0,1,[5]
P30656,Proteasome component PRE2,3,3.0,0.0,1,[3]
P30405,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE,9,9.0,0.0,1,[9]
P30114,GLUTATHIONE S-TRANSFERASE,2,2.0,0.0,1,[2]
P32248,"C-C chemokine receptor type 7,Sialidase A,C-C chemokine receptor type 7",1,,,1,[1]
P30113,GLUTATHIONE S-TRANSFERASE 28 KDA,1,,,1,[1]
P29736,MYROSINASE,1,,,1,[1]
P29724,Membrane lipoprotein tmpC,3,3.0,0.0,1,[3]
P29597,Non-receptor tyrosine-protein kinase TYK2,15,9.0,6.0,1,[9]
P29498,FATTY ACID BINDING PROTEIN,2,2.0,0.0,1,[2]
P29375,Lysine-specific demethylase 5A,22,22.0,0.0,1,[22]
P29373,PROTEIN (CRABP-II),7,7.0,0.0,1,[7]
P29320,EPH receptor A3,5,5.0,0.0,1,[5]
P29317,Ephrin type-A receptor 2,30,26.0,4.0,1,[26]
P29218,Inositol monophosphatase 1,1,,,1,[1]
P29074,Tyrosine-protein phosphatase non-receptor type 4,1,,,1,[1]
P29029,ENDOCHITINASE,2,2.0,0.0,1,[2]
P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,1,,,1,[1]
P32138,Sulfoquinovosidase,1,,,1,[1]
P32372,S-M checkpoint control protein rad4,1,,,1,[1]
P37353,2-succinylbenzoate--CoA ligase,2,2.0,0.0,1,[2]
P35439,N-methyl-D-aspartate Receptor Subunit 1,4,4.0,0.0,1,[4]
P37268,FARNESYL-DIPHOSPHATE FARNESYLTRANSFERASE,8,8.0,0.0,1,[8]
P37173,TGF-beta receptor type-2,2,2.0,0.0,1,[2]
P37028,Vitamin B12-binding protein,3,3.0,0.0,1,[3]
P36897,TGF-beta receptor type I,14,14.0,0.0,1,[14]
P36873,SERINE/THREONINE PROTEIN PHOSPHATASE PP1-GAMMA CATALYTIC SUBUNIT,3,3.0,0.0,1,[3]
P36673,HTH-type transcriptional regulator TreR,1,,,1,[1]
P36639,"7,8-dihydro-8-oxoguanine triphosphatase",23,23.0,0.0,1,[23]
P35968,Vascular endothelial growth factor receptor 2,21,20.0,1.0,1,[20]
P35963,POL polyprotein,7,7.0,0.0,1,[7]
P35844,KES1 protein,1,,,1,[1]
P35813,Protein phosphatase 1A,1,,,1,[1]
P35558,"PHOSPHOENOLPYRUVATE CARBOXYKINASE, CYTOSOLIC",2,2.0,0.0,1,[2]
P35505,Fumarylacetoacetase,1,,,1,[1]
P35222,Beta-catenin,1,,,1,[1]
P32396,Ferrochelatase,1,,,1,[1]
P35189,Transcription initiation factor TFIID subunit 14,1,,,1,[1]
P35120,Nopaline-binding periplasmic protein,3,3.0,0.0,1,[3]
P35030,Trypsin-3,1,,,1,[1]
P34948,Mannose-6-phosphate isomerase,1,,,1,[1]
P34897,"Serine hydroxymethyltransferase, mitochondrial",1,,,1,[1]
P34884,PROTEIN (MACROPHAGE MIGRATION INHIBITORY FACTOR),1,,,1,[1]
P34752,3-phytase A,1,,,1,[1]
