uniprot_id,protein_name,organism,classification,n_entries,pdb_codes
P27487,Dipeptidyl peptidase IV SOLUBLE FORM,Homo sapiens,HYDROLASE,43,"1n1m,1rwq,1x70,2fjp,2hha,2iit,2iiv,2oag,2ogz,2ole,2oph,2p8s,2qoe,2qt9,2qtb,3c43,3c45,3d4l,3eio,3f8s,3g0b,3g0d,3g0g,3hab,3hac,3kwf,3nox,3sww,3vjk,3vjl,3vjm,3w2t,4jh0,4lko,4n8e,5i7u,5ism,5kby,5t4b,5t4e,5t4f,6b1e,6b1o"
P39900,MACROPHAGE METALLOELASTASE,Homo sapiens,HYDROLASE,43,"1rmz,1ros,1utz,2w0d,2wo8,2wo9,2woa,3ehx,3ehy,3f15,3f16,3f17,3f18,3f19,3f1a,3lik,3lil,3lir,3ljg,3lk8,3n2u,3n2v,3nx7,3ts4,3tsk,4efs,4gql,4gr0,4gr3,4gr8,5cxa,5czm,5d3c,5i0l,5i2z,5i3m,5i43,5i4o,5l7f,6ekn,6ela,6enm,6eox"
P43405,Tyrosine-protein kinase SYK,Homo sapiens,TRANSFERASE,42,"1xbb,1xbc,3fqe,3fqh,3fqs,3srv,3vf8,3vf9,4dfl,4dfn,4f4p,4fyo,4fz6,4i0r,4i0s,4i0t,4puz,4pv0,4px6,4rss,4rx7,4rx8,4rx9,4wnm,4xg3,4xg4,4xg6,4xg7,4xg8,5c26,5cxh,5cxz,5cy3,5lma,5lmb,5tiu,5tr6,5tt7,5y5t,5y5u,6hm6,6hm7"
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,42,"2y0j,3sn7,3sni,3snl,3ui7,3uuo,3wi2,3wyk,3wym,4ael,4ddl,4dff,4fcb,4fcd,4heu,4hf4,4msc,4mvh,4p0n,4p1r,4phw,4xy2,4yqh,4ys7,4zo5,5axp,5axq,5b4l,5c1w,5c28,5c29,5c2a,5c2e,5c2h,5dh4,5dh5,5edi,5i2r,5uwf,6kdx,6msa,6msc"
Q96RI1,Bile acid receptor,Homo sapiens,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,41,"3dct,3fxv,3okh,3oki,3olf,3omm,3oof,3ook,4oiv,5ick,5q0j,5q0l,5q0m,5q0n,5q0o,5q0p,5q0s,5q0u,5q0v,5q0w,5q0x,5q0y,5q0z,5q10,5q11,5q12,5q13,5q14,5q15,5q16,5q17,5q18,5q19,5q1a,5q1b,5q1c,5q1d,5q1e,5q1f,5q1h,5q1i"
P51449,Nuclear receptor ROR-gamma,Homo sapiens,TRANSCRIPTION/INHIBITOR,41,"3b0w,4nie,4wlb,4wpf,4xt9,4ymq,4zjw,4zom,5aph,5apj,5c4o,5c4s,5c4t,5c4u,5ni5,5ni7,5ni8,5nib,5ntk,5ntp,5ntq,5ntw,5nu1,5ufr,5vb5,5vb6,5vb7,6b33,6cn5,6cn6,6e3g,6esn,6fgq,6j1l,6q6m,6q6o,6q7a,6q7h,6r7j,6r7k,6sal"
Q06187,TYROSINE-PROTEIN KINASE BTK,Homo sapiens,TRANSFERASE,41,"1b55,1bwn,3gen,3k54,3oct,3pix,3piz,3pj1,3pj2,3pj3,4nwm,4ot6,4otf,4rfy,4rfz,4rg0,4rx5,4z3v,4zly,4zlz,5bq0,5fbn,5fbo,5jrs,5kup,5t18,5u9d,5vgo,6bik,6bke,6bkh,6bkw,6bln,6di1,6e4f,6ep9,6nfh,6nfi,6nzm,6o8i,6s90"
P04585,HIV-1 PROTEASE,Human immunodeficiency virus 1,HYDROLASE/HYDROLASE INHIBITOR,41,"1bv7,1bv9,1bwa,1bwb,1dmp,1hvh,1hvr,1hwr,1hxb,1ody,1qbr,1qbs,1qbt,1qbu,1rth,1vrt,1vru,2hny,2rf2,3dya,3lp1,3qin,3qio,3qip,3t1a,4i7f,4q1w,4q1x,4q1y,4u7q,4u7v,5dgu,5dgw,6dif,6dil,6dj1,6dj2,6dj5,6dj7,6e7j,6e9a"
Q08499,cAMP-specific phosphodiesterase PDE4D2,Homo sapiens,HYDROLASE,38,"1oyn,1q9m,1xom,1xon,1xoq,1xor,1y2c,1y2d,1y2e,1y2k,2fm0,2fm5,2qyn,3g4g,3g4i,3g4k,3g4l,3g58,3sl4,3v9b,4wcu,5k32,5tkb,5wh5,5wh6,5wqa,6f8t,6f8u,6fdc,6ftw,6imo,6imr,6imt,6ind,6ink,6inm,6nji,6njj"
P00489,PROTEIN (GLYCOGEN PHOSPHORYLASE),Oryctolagus cuniculus,TRANSFERASE,38,"1a8i,1c50,1c8k,1c8l,1e1y,1ggn,1h5u,1hlf,1k06,1k08,1z6p,1z6q,2amv,2g9q,2g9r,2g9u,2g9v,2gj4,2gm9,2off,2qlm,2qln,2qn3,2qnb,2qrg,2qrp,2qrq,3amv,3bcs,3ebp,3mqf,3syr,3t3e,3t3g,4el5,4mho,4mhs,4mic"
P28482,ERK2,Homo sapiens,TRANSFERASE,37,"1pme,1tvo,1wzy,2ojg,2ojj,2y9q,3i5z,3i60,4fmq,4o6e,4qp7,4qp8,4qp9,5bue,5bui,5buj,5bvd,5bve,5bvf,5k4i,5nhj,5nhp,5nhv,6g91,6g93,6g97,6g9a,6g9d,6g9h,6g9j,6g9k,6g9m,6g9n,6ge0,6gjb,6gjd,6slg"
P53779,Mitogen-activated protein kinase 10,Homo sapiens,TRANSFERASE,35,"1pmn,1pmv,2b1p,2o0u,2o2u,2ok1,2p33,2r9s,2waj,2zdt,3da6,3fi2,3fi3,3fv8,3g90,3g9l,3kvx,3oxi,3oy1,3ptg,3rtp,3tti,3ttj,4h39,4h3b,4u79,4w4v,4w4w,4w4y,4x21,4y46,4y5h,4z9l,6ekd,6emh"
P03951,Coagulation factor XI,Homo sapiens,HYDROLASE,35,"1zom,4cra,4crb,4crc,4crd,4crf,4na8,4ty6,4ty7,4x6m,4x6n,4x6o,4x6p,4y8x,4y8z,5e2o,5e2p,5exl,5exm,5exn,5q0d,5q0e,5q0f,5q0h,5qcl,5qcm,5qcn,5qqo,5qqp,5qtt,5tks,5tkt,5tku,5wb6,6c0s"
P68400,Casein kinase II subunit alpha,Homo sapiens,TRANSFERASE,34,"2zjw,3at4,3bqc,3mb6,3mb7,3owj,3owk,3owl,3pe1,3pe2,3r0t,4ib5,4kwp,4rll,5b0x,5cqu,5cu4,5h8e,5h8g,5m4c,5m4f,5m4i,5mo8,5n9k,5n9l,5otz,5owh,5owl,6a1c,6hbn,6hop,6hoq,6q38,6q4q"
P14324,Farnesyl pyrophosphate synthetase,Homo sapiens,TRANSFERASE,34,"1yq7,2f94,2f9k,2vf6,3n49,3n5h,3n5j,3n6k,4dem,4h5c,4h5d,4h5e,4lph,4n1z,4p0v,4p0w,4p0x,4pvx,4pvy,4qxs,4rxa,5diq,5djp,5djv,5ja0,5juz,5jv0,5jv1,5ygi,6n7y,6n82,6n83,6oag,6oah"
P61964,WD-repeat protein 5,Homo sapiens,GENE REGULATION,34,"2h6k,3p4f,3psl,3uvk,3uvl,3uvm,3uvn,3uvo,4cy1,4erq,4ery,4erz,4es0,4esg,4ewr,4ql1,4y7r,5m23,5m25,5sxm,5vfc,6dak,6dar,6das,6e1y,6e22,6e23,6pgc,6u5m,6u5y,6u6w,6u8b,6u8l,6u8o"
P28720,QUEUINE TRNA-RIBOSYLTRANSFERASE,Zymomonas mobilis,TRANSFERASE,34,"1enu,1f3e,1k4g,1k4h,1q4w,1q63,1q65,1q66,1r5y,1s38,1s39,2qzr,3eos,3eou,3gc4,3gc5,3ge7,3s1g,3sm0,4kwo,4lbu,4leq,4puj,4puk,4pul,4pum,4q4o,4q4p,4q4q,4q4r,4q4s,5jxq,6fmn,6fpu"
P04587,HIV-1 PROTEASE,Human immunodeficiency virus 1,HYDROLASE(ACID PROTEASE),34,"1bdq,1g2k,1hpv,1hvj,1hvs,1tcx,2aod,2aoe,2aog,2avm,2avo,2avs,2avv,2bpv,2bpy,2f80,2f81,2f8g,2nmy,2nmz,2nnk,2nnp,2r38,2r3t,2r3w,3bgb,3bgc,3cyw,3cyx,3d1x,3d1y,3d1z,3d20,3oxc"
P45452,MMP-13,Homo sapiens,MATRIX METALLOPROTEASE,33,"1xuc,1xud,1xur,1you,1ztq,2d1n,2ow9,2ozr,2yig,3elm,3i7g,3i7i,3kec,3kej,3kek,3kry,3ljz,3tvc,3wv1,3wv2,3wv3,3zxh,456c,4a7b,4jpa,4l19,5b5o,5b5p,5boy,5bpa,5uwk,5uwm,830c"
P08709,Coagulation factor VII,Homo sapiens,HYDROLASE,32,"1w0y,1w7x,1wqv,1wtg,1wun,1z6j,2b7d,2bz6,2c4f,2flb,2flr,2zzu,4ish,4isi,4jyu,4jyv,4jzd,4jze,4jzf,4na9,4ng9,4nga,4x8v,4yt6,4yt7,4zxy,5l2y,5l2z,5l30,5tqe,5tqg,5u6j"
Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,APOPTOSIS,32,"3wix,3wiy,4hw3,4oq6,4zbf,4zbi,5vkc,6b4l,6b4u,6fs0,6fs1,6ne5,6o6f,6o6g,6oqb,6oqc,6oqd,6oqn,6p3p,6qfq,6qyp,6qz5,6qz6,6qz8,6qzb,6ud2,6udi,6udt,6udu,6udv,6udx,6udy"
Q92793,CREB-binding protein,Homo sapiens,TRANSFERASE,31,"4tqn,5dbm,5eng,5ep7,5i83,5i86,5i89,5i8b,5i8g,5j0d,5ktu,5ktw,5ktx,5mme,5mmg,5mpk,5mpn,5mqe,5nlk,5nu3,5tb6,5w0e,5w0f,5w0q,6alc,6ay3,6ay5,6fqo,6fqu,6fr0,6frf"
O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,31,"4d08,4d09,4htx,4jib,5tz3,5tza,5tzc,5tzh,5tzw,5tzx,5tzz,5u00,5u7d,5u7i,5u7j,5u7k,5u7l,5vp0,5vp1,5xkm,6b96,6b97,6c7d,6c7e,6c7f,6c7g,6c7i,6c7j,6cyb,6cyc,6cyd"
C3W5S0,POLYMERASE PA,Influenza A virus,HYDROLASE/INHIBITOR,31,"4avg,4awf,4awk,5cgv,5ega,5w3i,5w44,5w73,5w7u,5w92,5w9g,5wa6,5wa7,5wap,5wb3,5wdc,5wdw,5we9,5web,5wef,5wei,5wf3,5wfm,5wfw,5wg9,6dcy,6dzq,6e0q,6e4c,6e6v,6e6w"
O15530,3-PHOSPHOINOSITIDE DEPENDENT PROTEIN KINASE-1,Homo sapiens,TRANSFERASE,31,"1oky,1uu3,1uu8,1uu9,1w1d,1w1g,1z5m,2pe0,2pe1,2pe2,2xch,2xck,3h9o,3ion,3iop,3qc4,3qcq,3qcs,3qcx,3qcy,3qd0,3qd3,3qd4,3rcj,3rwp,4rqk,4rqv,4rrv,4xx9,5hkm,5lvl"
P00797,RENIN,Homo sapiens,HYDROLASE(ACID PROTEINASE),31,"1bil,1hrn,1rne,2bks,2bkt,2g1r,2g1y,2g24,2iko,2il2,2v0z,3d91,3g6z,3g70,3g72,3gw5,3km4,3o9l,3oad,3oag,3own,3q4b,3q5h,3sfc,4gjc,4q1n,4ryc,4s1g,4xx3,4xx4,5kos"
P12497,HIV-1 PROTEASE,Human immunodeficiency virus 1,HYDROLASE/HYDROLASE INHIBITOR,30,"1qs4,2xde,3lpu,3zso,4dmn,4e1m,4e1n,4gvm,4jlh,4jmu,4lh5,4o55,4o5b,4phv,4qnb,5hvp,6oxp,6oxq,6oxr,6oxs,6oxt,6oxu,6oxv,6oxw,6oxx,6oxy,6oxz,6oy0,6oy1,6oy2"
P29317,Ephrin type-A receptor 2,Homo sapiens,TRANSFERASE,30,"5i9x,5i9y,5i9z,5ia0,5ia1,5ia2,5ia3,5ia4,5ia5,5njz,5nk2,5nk3,5nk4,5nk6,5nk7,5nk8,5nk9,5nka,5nkb,5nkc,5nkd,5nkg,5nkh,5nki,6fnf,6fng,6njz,6nk0,6nk1,6nkp"
Q9UM73,ALK TYROSINE KINASE RECEPTOR,Homo sapiens,TRANSFERASE,29,"2xb7,2xba,2yfx,3aox,4anq,4cd0,4cli,4clj,4cmo,4cnh,4dce,4fny,4fob,4foc,4fod,5a9u,5aa8,5aa9,5aaa,5aab,5aac,5fto,5ftq,5iug,5iuh,5kz0,6e0r,6ebw,6mx8"
P25440,BROMODOMAIN-CONTAINING PROTEIN 2,Homo sapiens,NUCLEAR PROTEIN,27,"2ydw,2yek,4a9m,4a9n,4akn,4alg,4j1p,4mr5,4mr6,4qev,4qew,4uyf,4uyg,4uyh,5dw1,5ek9,5u6v,6e6j,6ffe,6fff,6ffg,6k04,6k05,6mo7,6mo8,6mo9,6moa"
P22629,STREPTAVIDIN,Streptomyces avidinii,BIOTIN-BINDING PROTEIN,27,"1df8,1sld,1sle,1srg,1sri,1swg,1swr,1vwf,1vwl,2f01,2gh7,2izl,3rdo,3rdq,3wzn,3wzp,3wzq,3x00,4y59,4y5d,5b5f,5b5g,5n7x,5n8b,5n8e,5n8j,5n8w"
P06202,OLIGO-PEPTIDE BINDING PROTEIN,Salmonella enterica subsp. enterica serovar Typhimurium,COMPLEX (BINDING PROTEIN/PEPTIDE),27,"1b05,1b0h,1b1h,1b32,1b3f,1b3g,1b3h,1b3l,1b40,1b46,1b4h,1b4z,1b51,1b52,1b58,1b5h,1b5i,1b5j,1b6h,1b7h,1b9j,1jet,1jeu,1jev,1qka,1qkb,2olb"
P23458,Tyrosine-protein kinase,Homo sapiens,TRANSFERASE,27,"3eyg,3eyh,4e4l,4e4n,4e5w,4ehz,4ei4,4fk6,4i5c,4ivb,4ivc,4ivd,4k77,5e1e,5hx8,5khx,5wo4,6aah,6bbu,6hzu,6n77,6n78,6n79,6n7a,6n7b,6n7c,6n7d"
P00800,THERMOLYSIN,Bacillus thermoproteolyticus,HYDROLASE/HYDROLASE INHIBITOR,26,"1os0,1qf0,1qf1,1qf2,1thl,1tlp,1tmn,1y3g,1z9g,1zdp,2tmn,4tmn,5js3,5jss,5jt9,5jvi,5jxn,5lif,5lwd,5mnr,5n2t,5n2x,5n2z,5n31,5n3y,5tmn"
P43490,Nicotinamide phosphoribosyltransferase,Homo sapiens,TRANSFERASE,26,"2gvj,3dkj,4jnm,4jr5,4kfp,4l4l,4l4m,4lts,4lww,4m6p,4m6q,4n9d,4n9e,4o0z,4o10,4o12,4o13,4o15,4o1b,4o1d,4o28,5kit,5upe,5upf,5wi1,6peb"
P53350,SERINE/THREONINE-PROTEIN KINASE PLK,Homo sapiens,TRANSFERASE,26,"1umw,2owb,2rku,2yac,3fc2,3fvh,3hik,3kb7,3rq7,3thb,4a4l,4dfw,4e67,4j52,4j53,4lkl,4lkm,4o6w,4o9w,4rcp,4whh,4x9r,4x9v,4x9w,5j19,5ta6"
P09955,CARBOXYPEPTIDASE B,Sus scrofa,HYDROLASE,25,"2jew,2piy,2piz,2pj0,2pj1,2pj2,2pj3,2pj4,2pj5,2pj6,2pj7,2pj8,2pj9,2pja,2pjb,2pjc,3wab,3wc5,3wc7,4uia,4uib,5lrg,5lrj,5lrk,5zeq"
Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Homo sapiens,HYDROLASE,25,"1ro6,1xlx,1xlz,1xm4,1xm6,1xmu,1xmy,1xn0,1xot,1y2h,2qyl,3d3p,3frg,3gwt,3hmv,3o0j,3o56,3o57,3w5e,3wd9,4kp6,4myq,4nw7,5laq,5ohj"
P28523,"CASEIN kinase II, alpha chain",Zea mays,TRANSFERASE,25,"1m2p,1m2q,1m2r,1om1,1zoe,1zog,1zoh,2oxd,2oxx,2oxy,2pvh,2pvj,2pvk,2pvl,2pvm,2pvn,2qc6,3be9,3fl5,3pwd,4anm,4dgm,4dgn,4rlk,6qs5"
P04058,ACETYLCHOLINESTERASE,Tetronarce californica,HYDROLASE,25,"1dx6,1e66,1eve,1gpk,1gpn,1h22,1h23,1qti,1vot,1w4l,1w6r,1w76,1zgb,2ckm,2cmf,3i6m,3i6z,3zv7,5bwc,5nap,5nau,5nuu,6ezg,6h12,6h14"
O92972,RNA-directed RNA polymerase,Hepatitis C virus isolate HC-J4,TRANSFERASE,25,"2yoj,3gnw,3hky,3lkh,3ska,3ske,3skh,3tyv,3u4o,3u4r,3uph,3upi,4dru,4j06,4j08,4j0a,4jjs,4jju,4ju3,4ju4,4ju6,4ju7,4jvq,4mz4,5czb"
O75164,JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN 3A,Homo sapiens,OXIDOREDUCTASE,25,"2vd7,3pdq,4bis,4ura,5anq,5d6y,5f2s,5f37,5f3c,5f3e,5f3g,5f3i,5ly1,5ly2,5vgi,6h4o,6h4p,6h4q,6h4r,6h4s,6h4t,6h4u,6h4v,6h4x,6h4y"
Q8WSF8,ACETYLCHOLINE-BINDING PROTEIN,Aplysia californica,RECEPTOR,24,"2br8,2byp,2byr,2bys,2c9t,2pgz,2uz6,2wn9,2wnc,2wnj,2x00,2xys,2xyt,2yme,3c79,3c84,3sio,4dbm,4xk9,5lxb,5o87,5o8t,5oaj,5obg"
P08191,FimH protein,Escherichia coli,CELL ADHESION,24,"1tr7,1uwf,4att,4auj,4auy,4av0,4av4,4av5,4avh,4avi,4avj,4css,4cst,4lov,4x50,4x5p,4x5q,4x5r,4xo8,5f2f,5fs5,5fwr,6g2r,6g2s"
P00533,Epidermal growth factor receptor,Homo sapiens,TRANSFERASE,24,"1xkk,2rgp,3bel,3poz,3ug2,3w2o,3w2p,3w2q,3w2r,3w2s,3w32,3w33,4rj8,5c8n,5cap,5caq,5cas,5cau,5gnk,5hcy,5j9z,5uga,6duk,6p1d"
O14965,SERINE/THREONINE-PROTEIN KINASE 6,Homo sapiens,TRANSFERASE/INHIBITOR,24,"2c6e,2j4z,2np8,2wtv,3e5a,3efw,3fdn,3h0y,3k5u,3myg,3uo4,3uod,3uol,3up2,4b0g,4dea,4j8m,4jbo,4jbp,4uyn,4uzh,6c2r,6hjj,6hjk"
O00255,Menin,Homo sapiens,TRANSCRIPTION/TRANSCRIPTION inhibitor,23,"4gq4,4gq6,4og3,4og4,4og5,4og6,4og7,4og8,4x5y,4x5z,5db0,5db1,5db2,5db3,5dd9,5dda,5ddb,5ddc,5ddd,5dde,5ddf,6bxy,6by8"
O96935,M1 family aminopeptidase,Plasmodium falciparum,HYDROLASE INHIBITOR,23,"3ebh,3ebi,3q43,3q44,3t8v,4r5t,4r5v,4r5x,4zw3,4zw6,4zw8,4zx3,4zx4,4zx5,4zx6,6ea1,6ea2,6eaa,6eab,6ee3,6ee4,6ee6,6eed"
P36639,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,23,"4c9w,4c9x,4n1t,4n1u,5ans,5ant,5anu,5anv,5anw,5fsn,5fso,5ngs,5ngt,5nhy,6aa4,6aa5,6eq2,6eq3,6eq4,6eq7,6f1x,6f22,6f23"
P13053,Vitamin D3 receptor,Rattus norvegicus,hormone/growth factor receptor,23,"1rjk,2o4j,2o4r,2zmj,3vjs,3vjt,3vrt,3vru,3vrv,3vrw,3vtb,3vtc,3wt5,3wt7,4ynk,5awj,5b5b,5gic,5gid,5xpl,5xpm,5xpn,5xpo"
P61823,RIBONUCLEASE A,Bos taurus,HYDROLASE,22,"1afk,1afl,1j7z,1j80,1j81,1jvu,1o0f,1o0h,1o0m,1o0o,1qhc,1u1b,1w4o,1w4q,2w5g,4g8v,4o36,4o37,6pvu,6pvv,6pvw,6pvx"
P12821,ANGIOTENSIN CONVERTING ENZYME,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,22,"1o86,1uze,2oc2,2xy9,2xyd,2ydm,3bkk,3bkl,3l3n,3nxq,4bxk,4bzr,4bzs,4ca5,4ca6,6en5,6en6,6f9u,6f9v,6h5w,6h5x,6qs1"
P29375,Lysine-specific demethylase 5A,Homo sapiens,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,22,"5isl,5ivc,5ive,5ivj,5ivv,5ivy,5iw0,6bgu,6bgv,6bgw,6bgx,6bgy,6bgz,6bh0,6bh1,6bh2,6bh5,6dq5,6dq6,6dq8,6dqa,6dqb"
P10275,ANDROGEN RECEPTOR,Homo sapiens,ANDROGEN RECEPTOR,22,"1e3g,1xow,1z95,2am9,2ama,2ao6,2ax6,2ax9,2hvc,2oz7,3b5r,3b65,3b66,3b67,3b68,3l3x,3v49,4hlw,4ql8,5cj6,5jjm,5v8q"
P33981,Dual specificity protein kinase TTK,Homo sapiens,TRANSFERASE,21,"3hmo,3hmp,3vqu,3wzk,4c4f,4c4j,4d2s,5ap0,5ap1,5ap6,5ap7,5eh0,5ehy,5ei6,5ei8,5mrb,5n84,5n87,5n93,5n9s,6h3k"
P22734,CATECHOL-O-METHYLTRANSFERASE,Rattus norvegicus,TRANSFERASE,21,"1h1d,2zvj,3hvh,3hvi,3hvj,3hvk,3nw9,3nwb,3nwe,3oe4,3oe5,3ozr,3ozs,3r6t,3s68,4pyq,5k0b,5k0c,5k0f,5k0j,6gy1"
Q08638,BETA-GLUCOSIDASE,Thermotoga maritima,HYDROLASE,21,"1oif,1oim,1uz1,1w3j,2cbu,2cbv,2ces,2cet,2j75,2j78,2j79,2j7b,2j7d,2j7e,2j7f,2j7g,2j7h,2vrj,2wc3,2wc4,5n6s"
P17931,Galectin-3,Homo sapiens,SUGAR BINDING PROTEIN,21,"1kjr,4lbo,5e88,5e89,5e8a,5h9p,5h9r,5nf9,5nfa,5nfb,5oax,5ody,6eog,6eol,6i74,6i76,6qge,6qgf,6qlo,6qlp,6qls"
P35968,Vascular endothelial growth factor receptor 2,Homo sapiens,TRANSFERASE,21,"1y6a,1y6b,2oh4,2p2h,2p2i,2qu6,3be2,3c7q,3cjf,3cp9,3ewh,3u6j,3vhe,3vid,3vnt,3vo3,4ag8,4agc,4asd,4ase,5ew3"
P52732,Kinesin-like protein KIF11,Homo sapiens,CELL CYCLE,21,"1q0b,1yrs,2fky,2fl2,2fl6,2fme,2gm1,2pg2,2q2y,2uyi,2uym,2x2r,2x7c,2x7d,3cjo,3k3b,3ken,3l9h,3zcw,5zo8,6g6y"
Q9NWZ3,Interleukin-1 receptor-associated kinase 4,Homo sapiens,TRANSFERASE,20,"2oic,4y73,4yo6,4ztl,4ztn,5t1s,5t1t,5uis,5uit,5uiu,5w85,6eg9,6f3d,6f3g,6f3i,6mom,6o8u,6o94,6o95,6rfi"
P48730,Casein kinase I isoform delta,Homo sapiens,transferase/transferase inhibitor,20,"3uyt,3uzp,4hgt,4hnf,4kb8,4kba,4kbc,4kbk,4tw9,4twc,5ih5,5ih6,5mqv,5okt,5w4w,6f1w,6f26,6gzm,6hmp,6hmr"
Q08881,Tyrosine-protein kinase ITK/TSK,Homo sapiens,TRANSFERASE,20,"3miy,3mj1,3mj2,3qgw,3qgy,3t9t,3v5l,3v8t,3v8w,4hct,4kio,4m0y,4m0z,4m12,4m13,4m14,4mf1,4pqn,4qd6,4rfm"
P52333,Tyrosine-protein kinase JAK3,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,20,"3lxk,3lxl,3pjc,3zc6,3zep,4hvd,4hvh,4hvi,4i6q,4qt1,5lwm,5lwn,5wfj,6db3,6db4,6gl9,6gla,6glb,6hzv,6ny4"
P49841,GLYCOGEN SYNTHASE KINASE-3 BETA,Homo sapiens,TRANSFERASE,20,"1q3d,1q3w,1q41,1q5k,3du8,3f7z,3gb2,3i4b,3zrk,3zrl,3zrm,4acc,4afj,4pte,4ptg,5hlp,5k5n,5kpk,6hk3,6hk4"
P98170,Baculoviral IAP repeat-containing protein 4,Homo sapiens,"Ligase, Apoptosis",20,"2vsl,3cm2,3uw4,3uw5,4j44,4j45,4j46,4j48,4kju,4kjv,4wvs,4wvt,4wvu,5c7c,5c7d,5c83,5c84,5m6f,5m6h,5m6m"
P0AE18,Methionine aminopeptidase,Escherichia coli,HYDROLASE,20,"1xnz,1yvm,2bb7,2evc,2evm,2evo,2gg0,2gg2,2gg3,2gg5,2gg7,2gg9,2p98,2p99,2p9a,2q92,2q93,2q94,2q95,2q96"
P11838,ENDOTHIAPEPSIN,Cryphonectria parasitica,HYDROLASE/HYDROLASE INHIBITOR,20,"1ent,1epo,1gvw,1gvx,2er6,3er5,3prs,3pww,3uri,3wz6,3wz7,3wz8,4er1,4er2,4kup,4lp9,5er1,5er2,5hct,5oje"
P08235,Mineralocorticoid receptor,Homo sapiens,TRANSFERASE,19,"2a3i,2aa6,2oax,3vhu,3vhv,3wff,3wfg,4pf3,4uda,4udb,5hcv,5l7e,5l7g,5l7h,5mwp,5mwy,6gev,6gg8,6ggg"
Q9K2N0,BETA-LACTAMASE CLASS B VIM-2,Pseudomonas aeruginosa,HYDROLASE,19,"4c1d,4c1e,4pvo,4pvt,5acx,5fqc,5k48,5lm6,5mxq,5mxr,5n4s,5n4t,5nhz,5ni0,5y6d,5y6e,6dd0,6hf5,6o5t"
P00519,ABL TYROSINE KINASE,Homo sapiens,COMPLEX (TRANSFERASE/PEPTIDE),19,"1bbz,2e2b,2f4j,2hiw,2hyy,2hz0,2hzi,2v7a,3pyy,3qri,3qrj,3qrk,3ue4,4twp,4wa9,5hu9,6npe,6npu,6npv"
O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",Homo sapiens,HYDROLASE,19,"1udt,1uho,1xoz,1xp0,2chm,2h42,2h44,3bjc,3hc8,3hdz,3shz,3sie,3tge,4g2w,4i9z,4ia0,4md6,4oew,4oex"
P40337,VON HIPPEL-LINDAU DISEASE TUMOR SUPPRESSOR,Homo sapiens,LIGASE,18,"4b9k,4w9f,4w9h,4w9i,4w9j,4w9k,4w9l,5lli,5nvv,5nvw,5nvx,5nw0,5nw1,5nw2,6bvb,6fmj,6gfx,6gfz"
P06239,P56==LCK== TYROSINE KINASE,Homo sapiens,COMPLEX (KINASE/PEPTIDE),18,"1ijr,1lcj,1lkk,1lkl,1qpe,2of2,2ofu,2ofv,2og8,2zm1,3b2w,3bym,3byo,3bys,3byu,3kxz,3mpm,6pdj"
P11362,FGF RECEPTOR 1,Homo sapiens,PROTEIN KINASE,18,"1fgi,2fgi,3c4f,3rhx,4f64,4f65,4nka,4nks,4rwj,4rwl,4v01,4v04,4zsa,5a4c,5am6,5am7,5vnd,6mzq"
P09960,LEUKOTRIENE A-4 HYDROLASE,Homo sapiens,HYDROLASE,18,"1hs6,2r59,2vj8,3b7r,3b7u,3cho,3chp,3chq,3chr,3fh5,3fh7,3fh8,3fhe,3fui,3fun,4l2l,5aen,5n3w"
P00523,Proto-oncogene tyrosine-protein kinase Src,Gallus gallus,TRANSFERASE,18,"2hwo,2hwp,2oiq,2qlq,2qq7,3el8,3g5d,3g6g,3g6h,3lok,3svv,3u51,4lgg,4o2p,4u5j,4ybk,5d11,5swh"
P08254,STROMELYSIN-1,Homo sapiens,HYDROLASE,18,"1b8y,1biw,1bqo,1c3i,1caq,1ciz,1d7x,1d8f,1d8m,1g05,1g49,1g4k,1hfs,1hy7,1sln,1usn,2d1o,2usn"
F8W4B7,Hdac6 protein,Danio rerio,HYDROLASE/HYDROLASE INHIBITOR,18,"5eef,5eei,5eek,5een,5ef7,5efh,5efj,6csp,6csq,6csr,6css,6cw8,6dvl,6dvm,6dvn,6dvo,6mr5,6r0k"
P53582,Methionine aminopeptidase 1,Homo sapiens,HYDROLASE,18,"2g6p,2nq6,2nq7,4fli,4flj,4flk,4fll,4ikr,4iks,4ikt,4iku,4u1b,4u6c,4u6z,4u70,4u71,4u73,5yr6"
